stratum,r,gene_set
diff_drug,0.4037,responder
diff_drug,0.2812,responder
diff_drug,0.2888,responder
diff_drug,0.0756,responder
diff_drug,0.2715,responder
diff_drug,0.1755,responder
diff_drug,0.1648,responder
diff_drug,-0.009,responder
diff_drug,0.2585,responder
diff_drug,0.3373,responder
diff_drug,0.1794,responder
diff_drug,0.0712,responder
diff_drug,0.0699,responder
diff_drug,0.0735,responder
diff_drug,0.1266,responder
diff_drug,0.0439,responder
diff_drug,0.1513,responder
diff_drug,0.0992,responder
diff_drug,0.0395,responder
diff_drug,0.0782,responder
diff_drug,0.0174,responder
diff_drug,-0.0313,responder
diff_drug,0.0357,responder
diff_drug,0.1098,responder
diff_drug,-0.1835,responder
diff_drug,0.2653,responder
diff_drug,0.0866,responder
diff_drug,0.0918,responder
diff_drug,-0.0075,responder
diff_drug,0.1032,responder
diff_drug,0.3094,responder
diff_drug,0.2399,responder
diff_drug,-0.3644,responder
diff_drug,0.3735,responder
diff_drug,0.2246,responder
diff_drug,-0.0061,responder
diff_drug,0.2362,responder
diff_drug,-0.0867,responder
diff_drug,0.2459,responder
diff_drug,0.1405,responder
diff_drug,0.2833,responder
diff_drug,0.0126,responder
diff_drug,0.3768,responder
diff_drug,0.4544,responder
diff_drug,0.2811,responder
diff_drug,0.0689,responder
diff_drug,0.2428,responder
diff_drug,0.3204,responder
diff_drug,0.1103,responder
diff_drug,0.0664,responder
diff_drug,0.2798,responder
diff_drug,0.1249,responder
diff_drug,0.4162,responder
diff_drug,0.0604,responder
diff_drug,0.0875,responder
diff_drug,-0.0309,responder
diff_drug,0.0353,responder
diff_drug,0.479,responder
diff_drug,0.2889,responder
diff_drug,0.5292,responder
diff_drug,0.1291,responder
diff_drug,0.227,responder
diff_drug,0.4435,responder
diff_drug,0.1144,responder
diff_drug,-0.0051,responder
diff_drug,0.0464,responder
diff_drug,0.3411,responder
diff_drug,0.2005,responder
diff_drug,0.2204,responder
diff_drug,0.2024,responder
diff_drug,0.0826,responder
diff_drug,0.0859,responder
diff_drug,0.2528,responder
diff_drug,0.0822,responder
diff_drug,0.6144,responder
diff_drug,0.4686,responder
diff_drug,0.0034,responder
diff_drug,0.2781,responder
diff_drug,0.1871,responder
diff_drug,0.437,responder
diff_drug,0.2892,responder
diff_drug,0.0091,responder
diff_drug,-0.0571,responder
diff_drug,0.3556,responder
diff_drug,0.2569,responder
diff_drug,0.3495,responder
diff_drug,0.2428,responder
diff_drug,0.5218,responder
diff_drug,0.1974,responder
diff_drug,0.2337,responder
diff_drug,-0.0793,responder
diff_drug,0.1698,responder
diff_drug,0.2684,responder
diff_drug,0.1398,responder
diff_drug,0.0061,responder
diff_drug,0.2186,responder
diff_drug,0.4339,responder
diff_drug,0.18,responder
diff_drug,0.2592,responder
diff_drug,-0.0586,responder
diff_drug,0.2553,responder
diff_drug,-0.0758,responder
diff_drug,-0.025,responder
diff_drug,0.0471,responder
diff_drug,0.4219,responder
diff_drug,0.1388,responder
diff_drug,0.2219,responder
diff_drug,0.3233,responder
diff_drug,0.3807,responder
diff_drug,0.045,responder
diff_drug,0.2373,responder
diff_drug,0.2854,responder
diff_drug,0.3651,responder
diff_drug,0.182,responder
diff_drug,0.1798,responder
diff_drug,0.0889,responder
diff_drug,0.1986,responder
diff_drug,0.194,responder
diff_drug,0.1394,responder
diff_drug,0.0633,responder
diff_drug,0.3393,responder
diff_drug,0.2014,responder
diff_drug,0.4721,responder
diff_drug,0.1988,responder
diff_drug,0.1023,responder
diff_drug,0.1493,responder
diff_drug,0.0585,responder
diff_drug,0.0241,responder
diff_drug,-0.0244,responder
diff_drug,0.4665,responder
diff_drug,-0.0531,responder
diff_drug,0.0911,responder
diff_drug,0.109,responder
diff_drug,-0.155,responder
diff_drug,0.3917,responder
diff_drug,0.2418,responder
diff_drug,0.2025,responder
diff_drug,0.1173,responder
diff_drug,0.2016,responder
diff_drug,-0.0331,responder
diff_drug,0.0726,responder
diff_drug,-0.0365,responder
diff_drug,0.199,responder
diff_drug,0.1251,responder
diff_drug,0.4099,responder
diff_drug,0.1267,responder
diff_drug,0.1966,responder
diff_drug,0.079,responder
diff_drug,0.0664,responder
diff_drug,0.2409,responder
diff_drug,0.2495,responder
diff_drug,0.1721,responder
diff_drug,-0.0729,responder
diff_drug,-0.1154,responder
diff_drug,0.234,responder
diff_drug,0.3223,responder
diff_drug,0.2131,responder
diff_drug,0.2103,responder
diff_drug,0.1176,responder
diff_drug,0.6177,responder
diff_drug,0.3167,responder
diff_drug,0.0342,responder
diff_drug,0.0614,responder
diff_drug,0.249,responder
diff_drug,0.2758,responder
diff_drug,0.3912,responder
diff_drug,-0.1452,responder
diff_drug,0.5435,responder
diff_drug,0.3947,responder
diff_drug,0.1671,responder
diff_drug,0.1324,responder
diff_drug,0.4889,responder
diff_drug,0.1467,responder
diff_drug,0.3456,responder
diff_drug,0.1719,responder
diff_drug,0.1968,responder
diff_drug,0.0255,responder
diff_drug,-0.0124,responder
diff_drug,0.2177,responder
diff_drug,-0.0967,responder
diff_drug,0.1651,responder
diff_drug,0.1264,responder
diff_drug,0.4353,responder
diff_drug,0.3301,responder
diff_drug,0.4897,responder
diff_drug,0.0895,responder
diff_drug,0.3627,responder
diff_drug,0.1801,responder
diff_drug,0.1583,responder
diff_drug,0.1673,responder
diff_drug,0.2336,responder
diff_drug,0.2102,responder
diff_drug,0.2052,responder
diff_drug,0.1468,responder
diff_drug,-0.0572,responder
diff_drug,0.1787,responder
diff_drug,0.074,responder
diff_drug,0.3588,responder
diff_drug,0.1699,responder
diff_drug,0.646,responder
diff_drug,0.0146,responder
diff_drug,0.1092,responder
diff_drug,0.0282,responder
diff_drug,0.0667,responder
diff_drug,0.2413,responder
diff_drug,0.5455,responder
same_drug,0.4554,responder
same_drug,0.0378,responder
same_drug,0.1513,responder
same_drug,0.5898,responder
same_drug,0.0817,responder
same_drug,0.3824,responder
same_drug,0.5062,responder
same_drug,0.1059,responder
same_drug,0.4561,responder
same_drug,0.1209,responder
same_drug,0.1076,responder
same_drug,0.3195,responder
same_drug,0.1092,responder
same_drug,0.4471,responder
same_drug,0.2925,responder
same_drug,0.5172,responder
same_drug,0.4398,responder
same_drug,0.3661,responder
same_drug,0.1544,responder
same_drug,0.6287,responder
same_drug,0.7052,responder
same_drug,0.2898,responder
same_drug,0.4818,responder
same_drug,0.4028,responder
same_drug,0.255,responder
same_drug,0.1206,responder
same_drug,0.283,responder
same_drug,0.5283,responder
same_drug,0.5977,responder
same_drug,0.2121,responder
same_drug,0.029,responder
same_drug,0.3794,responder
same_drug,-0.027,responder
same_drug,0.3895,responder
same_drug,0.5117,responder
same_drug,0.3058,responder
same_drug,0.0137,responder
same_drug,0.0849,responder
same_drug,0.3477,responder
same_drug,0.4053,responder
same_drug,0.3767,responder
same_drug,0.7188,responder
same_drug,0.1719,responder
same_drug,0.1697,responder
same_drug,0.3578,responder
same_drug,0.2746,responder
same_drug,0.5083,responder
same_drug,0.1514,responder
same_drug,0.2782,responder
same_drug,0.0421,responder
same_drug,0.2835,responder
same_drug,-0.1504,responder
same_drug,0.3189,responder
same_drug,0.3571,responder
same_drug,0.4567,responder
same_drug,0.0736,responder
same_drug,0.0744,responder
same_drug,-0.0714,responder
same_drug,0.1267,responder
same_drug,0.3077,responder
same_drug,0.0101,responder
same_drug,0.3317,responder
same_drug,0.4109,responder
same_drug,0.6338,responder
same_drug,0.4789,responder
same_drug,0.3097,responder
same_drug,0.5448,responder
same_drug,0.7921,responder
same_drug,0.6026,responder
same_drug,0.4885,responder
same_drug,0.1618,responder
same_drug,0.3558,responder
same_drug,0.2267,responder
same_drug,0.4738,responder
same_drug,0.1735,responder
same_drug,0.4517,responder
same_drug,0.2218,responder
same_drug,0.1233,responder
same_drug,0.2711,responder
same_drug,0.1611,responder
same_drug,0.0697,responder
same_drug,0.6626,responder
same_drug,0.282,responder
same_drug,0.4031,responder
same_drug,0.6597,responder
same_drug,0.3573,responder
same_drug,0.5831,responder
same_drug,0.1205,responder
same_drug,0.5595,responder
same_drug,0.1812,responder
same_drug,0.4515,responder
same_drug,0.2168,responder
same_drug,0.299,responder
same_drug,0.6594,responder
same_drug,0.0936,responder
same_drug,0.3606,responder
same_drug,0.2821,responder
same_drug,0.113,responder
same_drug,0.3288,responder
same_drug,0.4,responder
same_drug,0.0718,responder
same_drug,0.6637,responder
same_drug,0.2434,responder
same_drug,0.0993,responder
same_drug,0.1262,responder
same_drug,0.3809,responder
same_drug,0.6833,responder
same_drug,0.4346,responder
same_drug,0.7811,responder
same_drug,0.6028,responder
same_drug,0.6958,responder
same_drug,0.766,responder
same_drug,0.6376,responder
same_drug,0.6541,responder
same_drug,0.2721,responder
same_drug,0.2986,responder
same_drug,0.2955,responder
same_drug,0.3618,responder
same_drug,0.4479,responder
same_drug,0.7184,responder
same_drug,0.0679,responder
same_drug,0.4808,responder
same_drug,0.3199,responder
same_drug,-0.0632,responder
same_drug,0.2755,responder
same_drug,0.5932,responder
same_drug,0.4257,responder
same_drug,0.4476,responder
same_drug,0.4309,responder
same_drug,0.665,responder
same_drug,0.4352,responder
same_drug,0.0105,responder
same_drug,0.2794,responder
same_drug,0.0337,responder
same_drug,0.4686,responder
same_drug,0.0607,responder
same_drug,0.4971,responder
same_drug,0.0886,responder
same_drug,0.2952,responder
same_drug,0.3025,responder
same_drug,0.4978,responder
same_drug,0.336,responder
same_drug,0.324,responder
same_drug,0.3458,responder
same_drug,0.6824,responder
same_drug,0.2463,responder
same_drug,0.2007,responder
same_drug,0.2766,responder
same_drug,0.4699,responder
same_drug,0.7055,responder
same_drug,0.7031,responder
same_drug,0.4309,responder
same_drug,0.6071,responder
same_drug,0.3764,responder
same_drug,0.5222,responder
same_drug,0.5376,responder
same_drug,0.1298,responder
same_drug,0.3015,responder
same_drug,0.5037,responder
same_drug,0.0196,responder
same_drug,0.2135,responder
same_drug,0.1506,responder
same_drug,0.36,responder
same_drug,0.6406,responder
same_drug,0.6147,responder
same_drug,0.1801,responder
same_drug,0.389,responder
same_drug,0.3416,responder
same_drug,0.2044,responder
same_drug,0.4051,responder
same_drug,0.3763,responder
same_drug,0.2098,responder
same_drug,0.1591,responder
same_drug,0.4238,responder
same_drug,0.5539,responder
same_drug,0.2038,responder
same_drug,0.4444,responder
same_drug,0.3171,responder
same_drug,0.4323,responder
same_drug,0.1248,responder
same_drug,0.0475,responder
same_drug,0.2959,responder
same_drug,0.1303,responder
same_drug,0.4295,responder
same_drug,0.3078,responder
same_drug,0.5669,responder
same_drug,0.4947,responder
same_drug,0.3639,responder
same_drug,0.6462,responder
same_drug,0.2575,responder
same_drug,0.554,responder
same_drug,0.3447,responder
same_drug,0.2455,responder
same_drug,0.021,responder
same_drug,0.7438,responder
same_drug,0.4494,responder
same_drug,0.4364,responder
same_drug,0.3077,responder
same_drug,0.5367,responder
same_drug,0.381,responder
same_drug,0.5193,responder
same_drug,0.5589,responder
same_drug,0.0949,responder
same_drug,0.4286,responder
same_drug,0.1967,responder
same_drug,0.5902,responder
same_drug,0.0097,responder
same_drug,0.0948,responder
same_drug,0.4641,responder
same_drug,0.3187,responder
same_drug,0.1524,responder
same_drug,0.1115,responder
same_drug,0.5449,responder
same_drug,0.598,responder
same_drug,0.4999,responder
same_drug,0.3947,responder
same_drug,0.5009,responder
same_drug,0.5146,responder
same_drug,0.2119,responder
same_drug,0.5874,responder
same_drug,0.2878,responder
same_drug,0.4428,responder
same_drug,0.3472,responder
same_drug,0.6853,responder
same_drug,0.3995,responder
same_drug,0.4719,responder
same_drug,0.3308,responder
same_drug,0.3587,responder
same_drug,0.4339,responder
same_drug,0.3867,responder
same_drug,0.3688,responder
same_drug,0.3631,responder
same_drug,0.1083,responder
same_drug,0.2478,responder
same_drug,0.4287,responder
same_drug,0.5304,responder
same_drug,0.442,responder
same_drug,0.1986,responder
same_drug,0.3187,responder
same_drug,0.6489,responder
same_drug,0.4136,responder
same_drug,0.1304,responder
same_drug,0.0168,responder
same_drug,0.4716,responder
same_drug,0.6023,responder
same_drug,0.4512,responder
same_drug,0.3497,responder
same_drug,0.2149,responder
same_drug,0.4849,responder
same_drug,0.4367,responder
same_drug,0.5049,responder
same_drug,0.4734,responder
same_drug,0.3849,responder
same_drug,0.6094,responder
same_drug,0.4821,responder
same_drug,0.1305,responder
same_drug,0.5555,responder
same_drug,0.4267,responder
same_drug,0.3197,responder
same_drug,0.3757,responder
same_drug,0.3091,responder
same_drug,0.6372,responder
same_drug,0.0531,responder
same_drug,0.4715,responder
same_drug,0.3371,responder
same_drug,0.3658,responder
same_drug,0.1432,responder
same_drug,0.2593,responder
same_drug,0.5751,responder
same_drug,0.0948,responder
same_drug,0.4436,responder
same_drug,0.6113,responder
same_drug,0.1422,responder
same_drug,0.3665,responder
same_drug,0.2066,responder
same_drug,0.2817,responder
same_drug,0.4209,responder
same_drug,0.699,responder
same_drug,0.5985,responder
same_drug,0.4331,responder
same_drug,0.2895,responder
same_drug,0.3014,responder
same_drug,0.1803,responder
same_drug,0.2541,responder
same_drug,0.3316,responder
same_drug,0.2706,responder
same_drug,0.2294,responder
same_drug,0.3513,responder
same_drug,0.1657,responder
same_drug,0.034,responder
same_drug,0.329,responder
same_drug,0.3748,responder
same_drug,0.6137,responder
same_drug,0.5787,responder
same_drug,0.2065,responder
same_drug,0.4485,responder
same_drug,0.5899,responder
same_drug,0.6005,responder
same_drug,0.0994,responder
same_drug,0.4568,responder
same_drug,0.1825,responder
same_drug,0.1072,responder
same_drug,0.5106,responder
same_drug,0.5649,responder
same_drug,0.2694,responder
same_drug,0.278,responder
same_drug,0.3423,responder
same_drug,0.3922,responder
same_drug,0.1221,responder
same_drug,0.2267,responder
same_drug,0.4097,responder
same_drug,-0.1436,responder
same_drug,0.4484,responder
same_drug,0.845,responder
same_drug,0.3689,responder
same_drug,0.2015,responder
same_drug,0.3833,responder
same_drug,0.4128,responder
same_drug,0.1591,responder
same_drug,0.3533,responder
same_drug,0.6126,responder
same_drug,0.6409,responder
same_drug,0.7552,responder
same_drug,0.6326,responder
same_drug,0.4856,responder
same_drug,0.2807,responder
same_drug,0.3604,responder
same_drug,0.5522,responder
same_drug,0.3579,responder
same_drug,0.1163,responder
same_drug,0.3397,responder
same_drug,0.7385,responder
same_drug,0.3836,responder
same_drug,0.7919,responder
same_drug,0.1718,responder
same_drug,0.4308,responder
same_drug,0.423,responder
same_drug,0.1936,responder
same_drug,0.2028,responder
same_drug,0.5349,responder
same_drug,0.3784,responder
same_drug,0.2772,responder
same_drug,0.3726,responder
same_drug,0.263,responder
same_drug,0.1447,responder
same_drug,0.1444,responder
same_drug,0.5415,responder
same_drug,0.2702,responder
same_drug,0.4603,responder
same_drug,0.6273,responder
same_drug,0.2317,responder
same_drug,0.522,responder
same_drug,0.4295,responder
same_drug,0.4367,responder
same_drug,0.4425,responder
same_drug,-0.0629,responder
same_drug,0.1654,responder
same_drug,0.3394,responder
same_drug,0.2886,responder
same_drug,0.305,responder
same_drug,0.2577,responder
same_drug,0.405,responder
same_drug,0.41,responder
same_drug,0.3508,responder
same_drug,0.4013,responder
same_drug,0.6624,responder
same_drug,0.5975,responder
same_drug,0.5245,responder
same_drug,0.5624,responder
same_drug,0.5559,responder
same_drug,0.2535,responder
same_drug,0.5759,responder
same_drug,0.3164,responder
same_drug,0.5791,responder
same_drug,0.6311,responder
same_drug,0.4735,responder
same_drug,0.1037,responder
same_drug,0.4368,responder
same_drug,0.1812,responder
same_drug,0.557,responder
same_drug,0.522,responder
same_drug,0.498,responder
same_drug,0.4078,responder
same_drug,0.5734,responder
same_drug,0.689,responder
same_drug,0.2876,responder
same_drug,0.003,responder
same_drug,0.3409,responder
same_drug,0.1614,responder
same_drug,0.2235,responder
same_drug,0.55,responder
same_drug,0.2177,responder
same_drug,0.4538,responder
same_drug,0.5146,responder
same_drug,0.7202,responder
same_drug,0.2504,responder
same_drug,0.4671,responder
same_drug,0.6183,responder
same_drug,0.4453,responder
same_drug,0.4395,responder
same_drug,0.5739,responder
same_drug,0.1282,responder
same_drug,0.7072,responder
same_drug,0.4002,responder
same_drug,0.2052,responder
same_drug,0.2367,responder
same_drug,0.0532,responder
same_drug,0.3867,responder
same_drug,0.3137,responder
same_drug,0.0203,responder
same_drug,0.6635,responder
same_drug,0.472,responder
same_drug,0.0432,responder
same_drug,0.5209,responder
same_drug,0.3023,responder
same_drug,0.1133,responder
same_drug,0.22,responder
same_drug,0.0211,responder
same_drug,0.2763,responder
same_drug,0.5959,responder
same_drug,0.172,responder
same_drug,0.4182,responder
same_drug,0.4115,responder
same_drug,0.4382,responder
same_drug,0.452,responder
same_drug,0.2847,responder
same_drug,0.4154,responder
same_drug,0.1083,responder
same_drug,0.5452,responder
same_drug,0.5273,responder
same_drug,0.3932,responder
same_drug,0.2651,responder
same_drug,0.2783,responder
same_drug,0.2952,responder
same_drug,0.2941,responder
same_drug,0.7032,responder
same_drug,0.3269,responder
same_drug,0.4901,responder
same_drug,0.5405,responder
same_drug,0.3848,responder
same_drug,0.1886,responder
same_drug,0.4197,responder
same_drug,0.566,responder
same_drug,0.5908,responder
same_drug,0.5021,responder
same_drug,0.6532,responder
same_drug,0.6311,responder
same_drug,0.6002,responder
same_drug,0.4252,responder
same_drug,0.4581,responder
same_drug,0.3338,responder
same_drug,0.371,responder
same_drug,0.2391,responder
same_drug,0.0936,responder
same_drug,0.5379,responder
